,x,y
0,299.91885312415474,0.7157738095238095
1,49.0127130105491,0.8898809523809523
2,400.2163916689208,0.6354166666666667
3,148.33648904517176,0.8139880952380952
4,349.9053286448472,0.6651785714285714
5,249.60779010008116,0.7395833333333333
6,98.35001352447931,0.8630952380952381
7,450.85204219637546,0.6086309523809523
8,198.8098458209359,0.7857142857142857
9,187.61157695428727,0.7872023809523809
10,288.72058425750606,0.7157738095238095
11,218.77197727887474,0.7619047619047619
12,369.3805788477144,0.6636904761904762
13,117.8252637273465,0.8377976190476191
14,159.53475791182038,0.8125
15,330.26778469028943,0.6904761904761905
16,87.4763321612118,0.8645833333333334
17,229.9702461455234,0.7633928571428572
18,389.1804165539627,0.6383928571428572
19,470.4895861509332,0.5848214285714286
20,260.8060589667298,0.7395833333333333
21,501.00081146875846,0.5595238095238095
22,439.8160670814174,0.6101190476190477
23,128.86123884230457,0.8377976190476191
24,420.17852312685966,0.6101190476190477
25,59.88639437381661,0.8898809523809523
26,431.2144982418177,0.6101190476190477
27,310.7925344874222,0.7157738095238095
28,360.94130375980524,0.6636904761904762
29,411.4146605355694,0.6354166666666667
30,380.4165539626724,0.6622023809523809
31,319.39410332702187,0.6904761904761905
32,550.6626994860698,0.5342261904761905
33,269.24533405463893,0.7395833333333333
34,210.1704084392751,0.7619047619047619
35,238.40952123343249,0.7619047619047619
36,167.9740329997295,0.8110119047619048
37,179.17230186637815,0.7872023809523809
38,338.7070597781986,0.6889880952380952
39,481.52556126589127,0.5833333333333333
40,280.44360292128755,0.7157738095238095
41,462.0503110630241,0.5848214285714286
42,109.54828239112794,0.8392857142857143
43,38.4636191506627,0.8928571428571429
44,137.13822017852314,0.8377976190476191
45,539.7890181228023,0.5357142857142857
46,580.5247497971328,0.5133928571428572
47,11.360562618339195,0.19047619047619047
48,19.47525020286719,0.18898809523809523
49,68.16337571003517,0.8898809523809523
50,79.03705707330269,0.8645833333333334
51,569.8133621855558,0.5133928571428572
52,531.3497430348932,0.5372023809523809
53,30.186637814444143,0.9136904761904762
54,561.5363808493373,0.5357142857142857
55,588.6394373816609,0.5133928571428572
56,490.12713010549095,0.5610119047619048
57,512.0367865837165,0.5595238095238095
58,520.3137679199351,0.5565476190476191
